/* DATA DESCRIPTION:
Citation:	Hepworth, Ehlke; Vichi, Marcello; Engelbrecht, Martinique; Kaplan, Kelsey; Sandru, Andrei; Bossau, Jesslyn; Pranlall, Sejal; de Jager, Wayne; Rogerson, Jonathan James (2020): Sea Ice Observations in the Antarctic Marginal Ice Zone during Spring 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.921755
Abstract:	Using the Antarctic Sea Ice Processes and Climate (ASPeCt) protocol, Antarctic sea ice observations were conducted aboard the the SA Agulhas II in November and October 2019. These sea ice observations took place during the Southern oCean seAsonaL Experiment (SCALE) research expedition, lead by chief scientist Dr Thomas Ryan-Keogh. This SCALE expedition started on 12 October 2019 and ended on 27 November 2019.
Coverage:	MEDIAN LATITUDE: -58.391553 * MEDIAN LONGITUDE: 8.775514 * SOUTH-BOUND LATITUDE: -59.731944 * WEST-BOUND LONGITUDE: -0.251111 * NORTH-BOUND LATITUDE: -54.775278 * EAST-BOUND LONGITUDE: 24.178056
	DATE/TIME START: 2019-10-22T08:00:00 * DATE/TIME END: 2019-11-08T23:00:00
Event(s):	AGULII201910-track * LATITUDE START: -55.933611 * LONGITUDE START: 0.038333 * LATITUDE END: -56.018889 * LONGITUDE END: -0.122222 * DATE/TIME START: 2019-10-22T08:00:00 * DATE/TIME END: 2019-11-08T23:00:00 * CAMPAIGN: AGULII201910 (SCALE) * BASIS: S. A. Agulhas II (URI: https://en.wikipedia.org/wiki/S._A._Agulhas_II) * METHOD/DEVICE: Underway cruise track measurements (CT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	LATITUDE (Latitude) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	LONGITUDE (Longitude) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: total
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Sea ice thickness [m] (EsEs) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Floe size [code] (Floe size) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Snow thickness [m] (Snow thick) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Floe size [code] (Floe size) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: tertiary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: tertiary sea ice
	Comment (Comment) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	1300 data points
*/
Date/Time	Latitude	Longitude	Ice conc [tenths] (total)	Ice conc [tenths] (primary sea ice)	Ice type [code] (primary sea ice)	EsEs [m] (primary sea ice)	Floe size [code] (primary sea ice)	Snow thick [m] (primary sea ice)	Ice conc [tenths] (secondary sea ice)	Ice type [code] (secondary sea ice)	Floe size [code] (secondary sea ice)	Ice conc [tenths] (tertiary sea ice)	Ice type [code] (tertiary sea ice)	Comment
2019-10-25T03:00	-59.07528	0.171667												
2019-10-25T04:00	-59.02806	0.292500												
2019-10-25T05:00	-59.13778	0.212778												
2019-10-25T06:00	-59.06444	0.101667												
2019-10-25T07:00	-58.98083	0.253333												
2019-10-25T08:00	-59.14639	0.143333												
2019-10-25T09:00	-59.03889	0.282222												
2019-10-25T10:00	-58.93472	0.390833												
2019-10-25T11:00	-59.10583	0.198889												
2019-10-25T12:00	-59.03278	0.232778												
2019-10-25T13:00	-59.01972	0.286944												
2019-10-25T14:00	-59.29472	0.424167	9	9	60	0.60	600	0.20						
2019-10-25T15:00	-59.30500	0.283056	9	9	70	0.70	700	0.10						
2019-10-25T16:00	-59.26556	0.442778												
2019-10-25T17:00	-59.35389	0.433056												Started moving again after recovering buoy. Reversing
2019-10-25T18:00	-59.14667	0.643889	3	3	10	0.05		0.30						
2019-10-25T19:00	-59.17917	0.967222	4	3	60	0.50	600	0.10						
2019-10-25T20:00	-59.15333	1.033333	9	9	60	0.30	600	0.10						
2019-10-25T21:00	-59.12194	1.128333	10	10	60	0.60	700	0.20						Ship stopped temporarily - moving a mile before stopping for the night.
2019-10-25T22:00	-59.03472	1.060833												
2019-10-25T23:00	-59.18833	1.233889												
2019-10-26T00:00	-59.06361	1.089444												
2019-10-26T01:00	-59.20000	1.223889												
2019-10-26T02:00	-59.08889	1.116667												
2019-10-26T03:00	-59.21333	0.987500												
2019-10-26T04:00	-59.07889	1.105000												
2019-10-26T05:00	-59.15333	1.241667												
2019-10-26T06:00	-59.09861	1.040000	10	10	60	0.80	700	0.20						Ship started moving again.
2019-10-26T07:00	-59.29361	1.240833	10	10	60	0.80	700	0.30						
2019-10-26T08:00	-59.00389	1.306389	10	10	60	0.40	700	0.20						
2019-10-26T09:00	-59.14972	1.253611	10	10	60	0.30	700	0.20						
2019-10-26T10:00	-59.03528	1.363611	0											
2019-10-26T11:00	-59.29694	1.265556	10	10	60	0.40	600	0.20						
2019-10-26T12:00	-59.12000	1.389167	10	10	60	0.60	700	0.40						We might have hit an ice ridge. thickness suddenly increased for a small patch.
2019-10-26T13:00	-59.16028	1.460833	9	9	70	0.70	700	0.10						Ship moving along a polynya for roughly 2 minutes
2019-10-26T14:00	-58.94361	1.509722	10	10	60	0.60	700	0.20						Ship stationary for seal observations
2019-10-26T15:00	-59.09528	1.592778	10	10	60	0.80	800	0.30						Ship stopped temporarily. breaking through ice.
2019-10-26T16:00	-59.26944	1.470000	10	10	60	0.60	800	0.30						Started moving through ice again.
2019-10-26T17:00	-59.13194	1.415000	10	9	50	0.10	800	0.30	1	10				Patches of recently frozen water bodies. Surrounding consolidated ice is thick
2019-10-26T18:00	-58.98944	1.426667	10	10	60	0.40	800	0.30						Ice thickness varying a lot over small distances
2019-10-26T19:00	-59.16417	1.584722	10	10	60	0.40	800	0.20						Polynas in the distance
2019-10-26T20:00	-59.07028	1.709722	9	8	60	0.30	800	0.20	1	20	200			Patches of Nilas visible
2019-10-26T21:00	-59.17333	1.767778	9	9	60	0.40	800	0.30						
2019-10-26T22:00	-59.18611	1.968889	0											Ship stationary
2019-10-26T23:00	-59.19139	2.228333	6	5	60	0.40	800	0.20	1	10				Entered extremely large polynya. encircled by thick. consolidated ice
2019-10-27T00:00	-59.07944	2.384167	10	10	60	0.50	800	0.30						polynyas with thin sheet ice
2019-10-27T01:00	-59.04861	2.585833	10	10	60	0.40	600	0.20						
2019-10-27T02:00	-59.01417	2.811111	4	4	60	0.30	600	0.10						
2019-10-27T03:00	-59.01111	3.275000	10	10	60	0.40	700	0.10						
2019-10-27T04:00	-59.12250	3.088611												
2019-10-27T05:00	-59.22417	3.133333												
2019-10-27T06:00	-59.07639	3.151111												
2019-10-27T07:00	-59.01861	3.199722												
2019-10-27T08:00	-59.08361	3.156944												
2019-10-27T09:00	-59.04778	3.210556												
2019-10-27T10:00	-59.07444	3.323611	10	10	60	0.40	500	0.25						
2019-10-27T11:00	-58.99028	3.483611	10	10	60	0.90	700	0.30						
2019-10-27T12:00	-59.18500	3.741944	8	7	70	0.10	600	0.10	1	12	200			
2019-10-27T13:00	-59.14639	4.045556	10	7	60	0.20	700	0.20	2	40	400			
2019-10-27T14:00	-59.22750	4.313056	10	8	60	0.30	500	0.30	1	40	400			
2019-10-27T15:00	-59.20611	4.502222	9	9	60	0.20	600							
2019-10-27T16:00	-59.16528	4.700000	9	9	50	0.20	600							
2019-10-27T17:00	-59.31167	4.992500	7	7	40	0.10	600							
2019-10-27T18:00	-59.41139	5.445000	7	7	60	0.20	700							
2019-10-27T19:00	-59.49972	5.379167	8	8	60	0.30	600							Stopped for seal tag. induvidual floes not distinguishable
2019-10-27T20:00	-59.28444	5.380833	8	8	60	0.30	600							Stopped for seal tag. induvidual floes not distinguishable
2019-10-27T21:00	-59.54639	5.540833	9	9	60	0.40	800							Ship is folloing leads in the ice. Extensve ridges on the sheet ice
2019-10-27T22:00	-59.37028	5.653889	10	10	60	0.90	800							
2019-10-27T23:00	-59.42194	5.882500	9	9	60	0.50	800							
2019-10-28T00:00	-59.55250	6.284722	10	10	60	1.00	800	0.40						travelled along a crack
2019-10-28T01:00	-59.37222	6.452222	10	10	60	3.00	100	0.20						
2019-10-28T02:00	-59.57222	6.722222	10	10	60	0.60	500	0.25						
2019-10-28T03:00	-59.63528	6.649444	10	10	60	0.50	500	0.30						
2019-10-28T04:00	-59.56972	6.634722	0											Parked here. will proceed with ice coring operations.
2019-10-28T05:00	-59.49222	6.613056												
2019-10-28T06:00	-59.39833	6.594444												
2019-10-28T07:00	-59.54694	6.815833												
2019-10-28T08:00	-59.44361	6.658056												
2019-10-28T09:00	-59.55917	6.670278												
2019-10-28T10:00	-59.39861	6.687778												
2019-10-28T11:00	-59.48861	6.663056												
2019-10-28T12:00	-59.55833	6.641389												
2019-10-28T13:00	-59.37083	6.650556												
2019-10-28T14:00	-59.45694	6.640278												
2019-10-28T15:00	-59.54750	6.862500												
2019-10-28T16:00	-59.38972	6.817500												
2019-10-28T17:00	-59.50250	6.780278												
2019-10-28T18:00	-59.35472	6.743333												
2019-10-28T19:00	-59.47389	6.715556												
2019-10-28T20:00	-59.32944	6.706944												
2019-10-28T21:00	-59.42833	6.801389												
2019-10-28T22:00	-59.51278	6.930833	10	10	60	0.30	700	0.20						Ship started moving. can only see as far as light - floe is a guess
2019-10-28T23:00	-59.45139	7.130556	10	10	60	0.50	700	0.20						Indistinguishable floes. entirely consolidated. no ridges
2019-10-29T00:00	-59.54500	7.465000	10	10	60	0.80	700	0.20						
2019-10-29T01:00	-59.61667	7.699722	10	10	60	0.50	700	0.30						
2019-10-29T02:00	-59.59750	7.820000	0											
2019-10-29T03:00	-59.52222	8.277222	0											
2019-10-29T04:00	-59.70944	8.260000	8	7	60	0.40	700	0.25	1	90	300			
2019-10-29T05:00	-59.54194	8.238333	0											
2019-10-29T06:00	-59.64778	8.213611	0											
2019-10-29T07:00	-59.50083	8.211944	0											
2019-10-29T08:00	-59.60833	8.222500	0											
2019-10-29T09:00	-59.44556	8.252500	0											
2019-10-29T10:00	-59.54361	8.320833	0											
2019-10-29T11:00	-59.62750	8.155556	0											
2019-10-29T12:00	-59.43111	8.242778	0											
2019-10-29T13:00	-59.50528	8.354722	0											
2019-10-29T14:00	-59.58889	8.220556	0											
2019-10-29T15:00	-59.44167	8.331667	0											
2019-10-29T16:00	-59.43222	8.415833	0											
2019-10-29T17:00	-59.35389	8.598889	10	9	60	0.40	700	0.10	1	20	200			Many small. thin polynyas -- most of which are covered in a thin gray layer of ice
2019-10-29T18:00	-59.56611	8.823889	8	7	60	0.30	600	0.40	1	20	200			
2019-10-29T19:00	-59.57917	8.976111	10	10	60	0.50	800	0.40						indistinguishable ice floes. thick snow layer
2019-10-29T20:00	-59.65500	9.180000	0											
2019-10-29T21:00	-59.63222	9.383056	6	5	50	0.20	600	0.10	1	10				
2019-10-29T22:00	-59.62778	9.645000	7	50	60	0.40	500	0.10	2	50	400			
2019-10-29T23:00	-59.62639	9.745833	10	10	60	0.30	700	0.10						
2019-10-30T00:00	-59.73000	10.152778	0											
2019-10-30T01:00	-59.52722	10.270278	10	10	60	0.40	700	0.30						
2019-10-30T02:00	-59.55028	10.540556	0											
2019-10-30T03:00	-59.52167	10.905833	8	7	60	0.30	700	0.20	1	10				
2019-10-30T04:00	-59.69361	10.883889	9	7	60	0.40	700	0.30	1	90	300	1	40	Decided to head into one large floe. preparing to sample
2019-10-30T05:00	-59.63083	10.940556												
2019-10-30T06:00	-59.57000	11.016944												
2019-10-30T07:00	-59.52194	10.875278												
2019-10-30T08:00	-59.73194	11.028611												
2019-10-30T09:00	-59.68194	10.923333												
2019-10-30T10:00	-59.64806	11.110833												
2019-10-30T11:00	-59.61056	11.061667												
2019-10-30T12:00	-59.55222	11.076944												
2019-10-30T13:00	-59.53889	10.984722												
2019-10-30T14:00	-59.51750	10.918889												
2019-10-30T15:00	-59.49528	11.096944												
2019-10-30T16:00	-59.47917	10.985556												
2019-10-30T17:00	-59.55194	11.083056												
2019-10-30T18:00	-59.60861	11.317500	10	10	60	0.80	700	0.20						Polynya covered in thin sheet ice. like young grey ice. lots of vibrations when turning in this ice
2019-10-30T19:00	-59.69056	11.499167	10	10	60	1.20	700	0.40						some grease ice in polynya
2019-10-30T20:00	-59.64944	11.583333	10	2	70	0.80	400	0.20	8	40	600			
2019-10-30T21:00	-59.45000	11.915278	0											
2019-10-30T22:00	-59.38694	12.230000	8	7	60	0.50	600	0.10	1	90	300			
2019-10-30T23:00	-59.49444	12.572778	9	8	60	0.50	600	0.10	1	10				
2019-10-31T00:00	-59.21972	12.877500	9	9	30	0.30	100	0.10						Many pancakes
2019-10-31T01:00	-59.32000	13.185278	9	9	30	0.10	100	0.20						
2019-10-31T02:00	-59.31528	13.463611	10	9	60	0.30	500	0.20	1	20	200			Individual floes distinguishable by floes ridges
2019-10-31T03:00	-59.13333	13.867778	10	9	50	0.30	500	0.10	1	20	200			
2019-10-31T04:00	-59.08528	14.197500	9	8	60	0.40	500	0.10	1	90	300			
2019-10-31T05:00	-59.16556	14.557222	7	2	30	0.20	100	0.10	5	50	500	1	20	
2019-10-31T09:00	-58.77111	15.826944	0											
2019-10-31T10:00	-58.97833	15.945556	9	9	60	0.40	500	0.20						
2019-10-31T11:00	-58.83111	15.988889	9	8	60	0.50	600	0.10	1	90	300			
2019-10-31T12:00	-58.88750	16.083056	8	8	30	0.20	100	0.10						
2019-10-31T13:00	-59.11528	16.157778	9	9	30	0.20	100	0.05						
2019-10-31T14:00	-58.77139	16.316944	8	7	30	0.30	100	0.05	1	10				Ice is very dynamic. was pancakes now grey wice with panckkake like shapes on don?t know if its pancackes forming or that melted.
2019-10-31T15:00	-59.08500	16.246389	10	10	60	0.35	500	0.20						
2019-10-31T16:00	-58.87278	16.319444	5	5	60	0.45	500	0.05						
2019-10-31T17:00	-59.11583	16.438889	9	9	60	0.40	500	0.10						
2019-10-31T18:00	-59.06167	16.460000	9	9	30	0.30	100	0.20						
2019-10-31T19:00	-58.87389	16.706944	9	9	30	0.40	100	0.10						
2019-10-31T20:00	-58.87083	16.843611	9	8	30	0.40	100	0.20	1	20	200			
2019-10-31T21:00	-58.86639	17.074444	8	7	60	0.35	500	0.15	1	30	100			It is difficult to see the thickness because the ice doesn?t turn over anymore.
2019-10-31T22:00	-58.77889	17.206389	9	3	60	0.30	500	0.10	3	30	100			It is difficult to see the thickness because the ice doesn?t turn over anymore.
2019-10-31T23:00	-58.63472	17.427778	9	3	30	0.20	100	0.10	6	50	400			
2019-11-01T00:00	-58.60972	17.620278	9	9	30	0.40	100	0.20						
2019-11-01T01:00	-58.67639	17.796389	10	10	30	0.40	100	0.10						
2019-11-01T02:00	-58.70056	17.872778												
2019-11-01T03:00	-58.72611	17.997222												
2019-11-01T04:00	-58.76111	17.892500												
2019-11-01T05:00	-58.76944	17.985556												
2019-11-01T06:00	-58.56028	17.971111												
2019-11-01T07:00	-58.61583	17.973056												
2019-11-01T08:00	-58.66389	18.003333												
2019-11-01T09:00	-58.71806	18.064167												
2019-11-01T10:00	-58.69278	17.929722												
2019-11-01T11:00	-58.67250	17.942500												
2019-11-01T12:00	-58.62333	17.992500												
2019-11-01T13:00	-58.80778	17.950278												
2019-11-01T14:00	-58.73722	18.152222												
2019-11-01T15:00	-58.68306	18.041667												
2019-11-01T16:00	-58.65667	18.156944												
2019-11-01T17:00	-58.65278	17.978611												
2019-11-01T18:00	-58.68056	18.051389												
2019-11-01T19:00	-58.79194	18.120000												
2019-11-01T20:00	-58.74306	18.489444	9	9	60	0.40	400	0.20						
2019-11-01T21:00	-58.60333	18.562222	10	10	60	0.40	400	0.20						
2019-11-01T22:00	-58.71500	18.852500	9	8	60	0.40	400	0.15	1	90	300			
2019-11-01T23:00	-58.80833	18.916944	8	7	60	0.50	400	0.20	1	90	300			
